countrycode,period,country,region,year,pop,hc,rgdpna,rnna,rtfpna,rgdppw,gv,inv,opres,cpi,yinit,gy,gh,pc,gk,gtfp,gpop,kkz96,kgatrstr,lang
GHA,2010-2019,Ghana,Sub-Saharan Africa,2014.5,27.5633472,2.390826916694641,131542.0890625,347728.15625,NA,4743.018861333336,8.63458684032835,2.9574473268676797,4.540470814113683,11.97329294490281,8.241493379288706,0.4501824489392907,0.11853681429857894,9.43998077057024,0.14635491861529554,NA,0.22753525790691118,-0.18104945085189975,0.8288805,0.6731
GIN,1970-1979,Guinea,Sub-Saharan Africa,1974.5,4.4613815,NA,6115.319140625,4408.184350585938,NA,1367.9971624695215,NA,NA,NA,NA,7.136798976629378,0.13342270792767214,NA,6.8930369500514725,0.2089116854867226,NA,0.15113109429175572,-0.7287164811947617,0.9878578,0.7725
GIN,1990-1999,Guinea,Sub-Saharan Africa,1994.5,7.1892548,NA,11425.42099609375,9761.85654296875,NA,1583.1642020171532,5.615542587058983,2.5178378477821304,-37.0870233748389,NA,7.3092873508297895,0.15416414301838388,NA,7.210553518046666,0.14180427894340783,NA,0.26800758089650606,-0.7287164811947617,0.9878578,0.7725
GIN,2000-2009,Guinea,Sub-Saharan Africa,2004.5,9.056115,NA,16417.44267578125,16381.52470703125,NA,1810.8316140343886,5.967096257483163,2.7361440190004798,-20.70998178020042,NA,7.458276429833158,0.05476113766114712,NA,7.490561286083354,0.5960403975991221,NA,0.20917309510201162,-0.7287164811947617,0.9878578,0.7725
GIN,2010-2019,Guinea,Sub-Saharan Africa,2014.5,11.373205299999999,NA,24937.8283203125,39478.586328125,NA,2176.1564603377733,16.12375354847025,3.1846377048972414,14.713824986037691,11.779633433925632,7.536007191867532,0.37007362681032646,NA,8.137880112040017,0.7780804148853363,NA,0.25304409970942415,-0.7287164811947617,0.9878578,0.7725
GMB,1970-1979,"Gambia, The",Sub-Saharan Africa,1974.5,0.5353479999999999,1.0687560081481933,1359.6156005859375,1504.8483032226563,NA,2539.884057217053,NA,NA,NA,NA,7.844426727689985,-0.05725019058070089,0.027841779496663218,7.938740880148701,0.11298265539359573,NA,0.32806787106220797,-0.3182497052816627,0.992629,0.8076
GMB,1990-1999,"Gambia, The",Sub-Saharan Africa,1994.5,1.1139264999999998,1.2508871912956239,2563.1463134765627,4341.848095703125,NA,2305.700977003357,12.147905772711628,2.1172428702470283,-43.72369198303853,5.425893192122581,7.7809580124318245,-0.03846658234430134,0.09998581950533102,8.261091797089723,0.2921687313562763,NA,0.3364821634315027,-0.3182497052816627,0.992629,0.8076
GMB,2000-2009,"Gambia, The",Sub-Saharan Africa,2004.5,1.5233088,1.3690970420837403,3590.3198486328124,7660.647021484375,NA,2358.6277168973056,9.296153024446495,2.3705406606753057,-56.63736987995958,6.6455721954061175,7.769998177816458,0.01951105407355524,0.10412487684020265,8.519549803730177,0.17290688105452684,NA,0.32069138493272015,-0.3182497052816627,0.992629,0.8076
GMB,2010-2019,"Gambia, The",Sub-Saharan Africa,2014.5,2.0610795,1.5602200269699096,4642.444897460938,9708.205078125,NA,2253.919574123626,8.594257484551676,2.933312775236044,-57.3481028201673,6.145509657949627,7.816771018898959,-0.048858098216918784,0.14983495252693357,8.457810102507642,-0.014617593902840361,NA,0.3092300005130505,-0.3182497052816627,0.992629,0.8076
GNB,1980-1989,Guinea-Bissau,Sub-Saharan Africa,1984.5,0.8631644999999999,NA,1414.9277709960938,3469.187353515625,NA,1637.542106302866,18.918856110221313,3.4430935799710336,-43.72886661791138,NA,7.409884716419096,0.05524495895779147,NA,8.29720011900729,0.09504893674933151,NA,0.22018429607113932,-0.7704997911649225,1,0.8141
GNB,1990-1999,Guinea-Bissau,Sub-Saharan Africa,1994.5,1.0766601,NA,1925.8695556640625,4685.524560546875,NA,1789.0988223341137,8.900613342945702,3.3953488073198286,-46.66842905251824,37.45931494395705,7.473857606985063,-0.003017599499429348,NA,8.378514992197482,-0.012683715725554105,NA,0.2069907440162172,-0.7704997911649225,1,0.8141
GNB,2000-2009,Guinea-Bissau,Sub-Saharan Africa,2004.5,1.3344567999999999,NA,2231.6298095703123,5151.663623046875,NA,1672.4292192715816,14.64605088825172,3.0260108063403477,-50.463616897487604,3.137533246930864,7.448615394562587,-0.011495586347090279,NA,8.261668370777667,-0.13484560167800339,NA,0.23526160387779574,-0.7704997911649225,1,0.8141
GNB,2010-2019,Guinea-Bissau,Sub-Saharan Africa,2014.5,1.7174269,NA,3133.9684814453126,5576.239697265625,NA,1819.691768176925,15.53789465893792,2.914011111424374,-45.65868706913991,1.4691261055520672,7.4563990779569895,0.13264440679494607,NA,8.08893733050201,-0.13423349055838044,NA,0.2616072912171885,-0.7704997911649225,1,0.8141
GNQ,1970-1979,Equatorial Guinea,Sub-Saharan Africa,1974.5,0.2663322,NA,930.7002197265625,925.960498046875,NA,3547.47890031761,NA,NA,NA,NA,7.860882969282395,0.5328668267901886,NA,8.174196255272223,1.0507751879947311,NA,-0.20396602430407057,-1.3213640880457491,1,0.322
GNQ,1980-1989,Equatorial Guinea,Sub-Saharan Africa,1984.5,0.3344394,NA,1209.800848388672,1435.3323974609375,NA,3652.987349147499,NA,NA,NA,NA,8.302968352235911,-0.17707639496046526,NA,8.37472969753304,-0.1525473844825299,NA,0.6269420515426382,-1.3213640880457491,1,0.322
GNQ,1990-1999,Equatorial Guinea,Sub-Saharan Africa,1994.5,0.4930385,NA,3296.3019287109373,4019.5601806640625,NA,6318.665306550333,NA,NA,NA,NA,8.102684928151152,3.174655953305674,NA,8.94688386180303,3.382326952317891,NA,0.38784984302985775,-1.3213640880457491,1,0.322
GNQ,2010-2019,Equatorial Guinea,Sub-Saharan Africa,2014.5,1.1471084,NA,36373.2736328125,115289.20546875,NA,32508.32696165094,18.64058418658519,3.1602623780969217,9.821258912063708,2.993332494297063,10.578253873705139,-0.4656249287617191,NA,11.524936202676283,-0.1230987871078336,NA,0.43697536875860354,-1.3213640880457491,1,0.322
GRC,1970-1979,Greece,Europe & Central Asia,1974.5,9.0215103,2.174586319923401,172573.7296875,925781.325,1.3407402753829956,19073.40028710652,13.9406013756738,3.440608962672605,-47.54729435832669,12.309725197192527,9.64748377772829,0.41756514744234924,0.08489053272046447,11.534529983092284,0.6138518649070447,0.0772623014570104,0.09836301912917905,0.6836820518705428,0,0.03
GRC,1980-1989,Greece,Europe & Central Asia,1984.5,9.9218622,2.3930651426315306,210541.0140625,1403959.7375,1.196028959751129,21219.055240862726,17.91985631898082,3.2695144244802705,-36.72568640667129,19.47207738062218,9.991549013628866,0.015039717556262391,0.09604388306891812,11.859180001612046,0.18904569885391825,-0.1349375824573222,0.05492062845733292,0.6836820518705428,0,0.03
GRC,1990-1999,Greece,Europe & Central Asia,1994.5,10.6622021,2.622787046432495,244219.2609375,1734793.8375,1.1200249195098877,22885.38529320311,17.47746353738441,3.14914591511258,-38.79868282437864,11.111968645915086,9.999581361170629,0.1354400346655025,0.07103564047274603,11.998986062935314,0.10948923681219816,3.546254897014969e-5,0.07841860232239564,0.6836820518705428,0,0.03
GRC,2000-2009,Greece,Europe & Central Asia,2004.5,11.138269999999999,2.823583650588989,339639.978125,2197132.8875,1.1978553652763366,30498.87000884548,20.35928060157507,3.175244310749934,-25.256776762866632,3.158289961414596,10.160147425832227,0.2733669562210403,0.06985640081277944,12.192605498135283,0.26870348527410415,0.016294374781846012,-0.011083815853018429,0.6836820518705428,0,0.03
GRC,2010-2019,Greece,Europe & Central Asia,2014.5,10.677988299999999,3.037672448158264,289536.1375,2381147.75,1.0259955406188965,27106.393567123625,21.01621907053167,2.49793708693154,-11.728807780818812,0.674918028433808,10.35202568490844,-0.11748764836969458,0.06576289455609337,12.314791565989402,-0.026661876363244196,-0.10268028532883941,-0.03804149605649052,0.6836820518705428,0,0.03
GRD,1970-1979,NA,NA,1974.5,0.09214359999999999,NA,331.06631622314455,631.4473388671875,NA,3608.861471867095,NA,NA,NA,NA,7.849027972184195,0.8814009733902048,NA,8.835644656300811,0.5978699539951465,NA,-0.06218576342947861,NA,NA,NA
GRD,1980-1989,NA,NA,1984.5,0.09618739999999999,NA,532.2768707275391,1446.6957458496095,NA,5516.878209370748,NA,NA,NA,NA,8.471713911672378,0.4956538200079741,NA,9.61236368796005,1.1376153773743114,NA,0.08864228591966929,NA,NA,NA
GRD,1990-1999,NA,NA,1994.5,0.0994847,NA,799.4445251464844,2777.5224609375,NA,8024.176282178773,NA,NA,NA,NA,8.931100172294812,0.284038775950546,NA,10.234482809378516,0.5073849940936314,NA,0.06333371396539011,NA,NA,NA
GRD,2000-2009,NA,NA,2004.5,0.1044097,NA,1190.190692138672,4491.449951171875,NA,11391.372280329508,NA,NA,NA,NA,9.224927954626851,0.1651226214068426,NA,10.668273624989187,0.40567657707304394,NA,0.028745636128480162,NA,NA,NA
GRD,2010-2019,NA,NA,2014.5,0.1091738,NA,1419.8588256835938,5618.303369140625,NA,12984.703498268573,NA,NA,NA,NA,9.368890391838374,0.2714690153744786,NA,10.84818030798104,0.085036382453935,NA,0.05431457268457068,NA,NA,NA
GTM,1970-1979,Guatemala,Latin America & Caribbean,1974.5,6.3555585,1.2483909249305725,33326.7740234375,88309.853125,1.1982706308364868,5208.972774421431,6.981974558388708,2.7644659387032924,-36.84512019915944,8.855156759983453,8.410338828956363,0.3215144199047241,0.11975405425321795,9.53147650604155,0.3814311503174366,0.01357256847683489,0.26403556019148333,-0.6518721660560073,0.6750174,0.4586
GTM,1980-1989,Guatemala,Latin America & Caribbean,1984.5,8.1505947,1.4319174766540528,42998.171484375,138705.16328125,1.0486865997314454,5297.27363105358,7.669834985660135,2.537380642823283,-45.470163588881135,12.067068685295592,8.70128615404603,-0.14843374598156805,0.0874356071379134,9.74310425180786,-0.01328883108948443,-0.14659612026109378,0.24260533353726568,-0.6518721660560073,0.6750174,0.4586
GTM,1990-1999,Guatemala,Latin America & Caribbean,1994.5,10.303011699999999,1.5713370203971864,57726.137109375,182396.5421875,1.0278674840927124,5583.940217644064,5.794789121859868,2.692337289823201,-36.323840063473284,14.763752227226995,8.547862691104568,0.17529118199754753,0.08729485840922137,9.778143325263846,0.17746344067338746,0.015001565342591911,0.22921339193699192,-0.6518721660560073,0.6750174,0.4586
GTM,2000-2009,Guatemala,Latin America & Caribbean,2004.5,12.959800699999999,1.657486045360565,83483.25390625,281121.671875,1.016456413269043,6425.34317778337,9.112832062430881,2.911473281619582,-14.1171295090598,7.028416467841985,8.721947165909441,0.0987082319291403,0.0515997632456227,9.981559426619045,0.1539924680931351,0.003876065900432304,0.2287854087932417,-0.6518721660560073,0.6750174,0.4586
GTM,2010-2019,Guatemala,Latin America & Caribbean,2014.5,16.0948837,1.8567262768745423,117248.3390625,379395.0625,1.0011991739273072,7267.2330417047815,10.83901150028148,2.67645496417875,-25.15869571319893,4.03307183120046,8.822665554938334,0.14086834351440414,0.10914738304787022,10.067139827082904,0.04112151225124868,-0.0089579555544956075,0.20170682763177553,-0.6518721660560073,0.6750174,0.4586
GUY,1970-1979,Guyana,Latin America & Caribbean,1974.5,0.7417074,1.9760762214660645,2937.6819091796874,NA,NA,3955.8169131115196,21.94277889926873,3.1348463457525373,52.18504794166187,NA,8.22246178864355,0.062452522289254284,0.05372851390220993,NA,NA,NA,0.10117259204407797,0.1093669768237091,1,0.0688
GUY,1980-1989,Guyana,Latin America & Caribbean,1984.5,0.7685851,2.1316044330596924,2620.0415283203124,NA,NA,3405.3678720122466,24.57591461728418,3.2439718967906637,53.62451116649544,NA,8.295221790967064,-0.23504444829331497,0.0909685145667593,NA,NA,NA,-0.04430925728671176,0.1093669768237091,1,0.0688
GUY,1990-1999,Guyana,Latin America & Caribbean,1994.5,0.7532932999999999,2.3304638862609863,3000.1884765625,NA,NA,3979.517180233134,16.2150004364783,3.4965079134981343,136.59263168518396,NA,7.999489523860271,0.620463376186618,0.07488312077968566,NA,NA,NA,0.008563060584494409,0.1093669768237091,1,0.0688
GUY,2010-2019,NA,NA,2014.5,0.7655322,2.6481494903564453,8846.403369140626,NA,NA,11542.70015050833,NA,NA,NA,NA,9.206453002057435,0.33328924429518486,0.04241116223723882,NA,NA,NA,0.04447344402991046,0.1093669768237091,1,0.0688
