"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Aruba","ABW","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.9661590524535","20.1619433198381","23.5959153902261","21.9724924521972","21.8547341115435","21.4195402984363","24.8419722988295","24.8902241079819","24.4446509390647","22.8866788053061","22.8359748330604","22.3230008475629","21.4144525595569","21.2483204015552","24.8330340013432","26.4651444384815","25.1084551379907","26.1779453788038","26.1933038710376","24.8237406320455","23.2556955609808","23.4875270259162","23.021623543388","23.0710204165153","22.4985522696464","28.5514847474087","22.8317058479257","21.2077644140089","19.5624734468951",
"Africa Eastern and Southern","AFE","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","5.96621596809062","6.39105015171889","6.77746567355288","6.18219241950747","7.56359954181323","7.58081581220859","7.64641877407738","7.99847467185027","8.18823525512319","8.24192912570923","9.10835918937123","9.70686616937393","9.2513649670543","8.82411548755732","9.03929889351664","9.98273960449563","10.2776072418384","10.028032525908","10.6821408028683","11.4526628333093","12.2459162059284","12.4012255181343","12.6202155776834","12.5795366154938","13.6577272455821","12.9568653087185","14.1053474902182","15.4978487515367","14.7716748941299","14.0935686341155","14.5423823007662","14.9196748333054","16.9859306006928","16.7610657281819","17.4241595290018","16.0569873195461","16.4056995552258","16.314423114521","16.3812878524403","16.3237300052445","15.3262787843175","15.6045192035111","15.081946773936","15.9644715922772","15.8789316144348","15.0422958478118","14.5842759476762","14.6335946172073","14.8730729046697","15.5419634792822","15.5426793101248","15.9918481667325","16.1556941428858","16.4842539298483","15.9945683881085","15.4353993811902","15.3604370992776","14.8256296083912","14.8252936413716","14.5823712747492","15.1318343157773","14.6512548799076","14.4297985785659","13.9263158422847",
"Afghanistan","AFG","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.1092193573017","21.2623843883974","21.8454919236646","21.1902114344589",
"Africa Western and Central","AFW","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.1305785372378","21.8542597859949","14.3120629446155","16.0290371753303","15.3417224061598","15.5369347037304","16.8146115372764","19.8985860825078","17.0423458554536","18.2358592210108","17.8426333032037","21.6219487315047","17.9756586545567","16.4328328348133","13.8806850814508","12.9358193168237","10.4745435629873","8.59885628389892","8.64793565020863","7.68345467585382","8.09626587411972","5.17486195152652",
"Albania","ALB","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","9.3116515041052","8.84353390708875","8.89861279321276","9.09399523742266","9.75153050082957","9.63955140756505","9.61342983715576","9.99617333989332","9.80506206927652","9.13190329724955","19.1885468896252","22.8753325986112","21.4082882933696","14.6384098004022","14.6234019156112","13.8271152568861","9.45360226582805","10.4480085958156","10.8444061031888","11.0555755938989","9.69245349651536","10.625955499078","11.3351367908612","11.0984229894148","11.2058669623781","11.031267292825","10.5272906437808","10.4774392871051","10.3789563199331","11.109434443885","11.1573603733327","10.9741654774939","10.844815956651","11.0254938139466","11.4518682295269","11.1106353102927","11.2693152160404","11.4983976170746","11.8666128771924","12.6759965465543","13.6673304631369","12.8352244543565","12.0411725712096","12.0464697906067",
"Andorra","AND","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","18.4832384002121","18.8771649498053","18.617517023698","18.58779720848","18.5706881018388","17.5392767424046","12.613322802008","16.197492074449","16.9807882879912","16.8359083205304","19.6964442999332","17.8390542001789","15.4401606309055","18.7843761068442","22.5607392128245","24.5678062288313","23.7359901381556","23.5245054166395","25.8958141271272","24.9672974233295","24.1880896281394","23.5846795994089","17.8059634263142","22.7633761728686","22.6383547979854","20.0682292821863","18.9226466822695","17.9519269360132","17.9079441496604","18.4524655208316","19.2613529142092","17.5673502901276","16.9622079526909","17.8675601420731","17.9221850480999","17.0258474880105","16.6697204909247","15.4218484742683","14.7914018304071","14.5026966293367","13.359952690183","16.5459638503625","15.5808996100539","15.9915252917208","15.9152603988131","17.1158238992377","18.4694289718276","20.2956582078955","19.1274995769118","18.4970851868685","18.0846517643577","18.5565244178784","20.6622796244585","18.0169542798603","16.0793210313289","17.7271884302375",
"United Arab Emirates","ARE","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.91402351533425","10.146486288123","9.75023354253255","8.74669751420651","7.87259315554192","6.91782205479066","6.73299787689361","7.2968356174588","10.2341429132446","9.68348966546919","9.67287337257497","9.47695082677802","10.70692134627","10.6423158325365","12.0210761022152","12.1122932578937","13.0457765457496","12.5099814492468","13.0875295848924","15.1795645409812","14.6108935200174","12.6475207705051","12.4192015298029",
"Argentina","ARG","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","9.88044509523395","7.78963204832989","12.1923745358372","10.2521949603684","7.22902581011462","8.08948631250583","10.8043385563998","9.73927816603499","9.82935062849218","9.50117537009171","9.74254326207249","10.1462160701663","9.3516969606052","11.5393235681285","13.1532327349931","12.5891776401825","9.42009472768441","9.01540997692467","11.1661116654098","11.0078459559273","","","","","","","","4.7144944990421","4.32191028434568","4.49439596541391","3.13542839161188","3.32176128752774","2.97553802761558","13.5103784728742","13.1869043660659","13.3494556774505","12.5016776609201","12.0620142457633","12.4947749986829","13.7232114149469","13.7841913064131","14.1562743129569","12.235247296692","11.4380567929249","11.114636067696","12.1418612359575","12.4294153726307","12.9893238963619","13.6335132595631","15.903896746884","15.1637178886417","15.6889565165983","16.6454378106252","16.8062377968797","16.9498757371062","18.098379759087","17.6545781863509","17.6968939223042","15.8050971558947","16.4432415862976","16.8730073837365","15.9158179423023","15.8356571842994","16.3874689950096",
